rank_test_macro_f1,param_classifier__kernel,param_classifier__C,param_classifier__gamma,param_classifier__degree,param_classifier__coef0,param_classifier__class_weight,mean_test_macro_f1,std_test_macro_f1,mean_test_f1_b,std_test_f1_b,mean_test_recall_b,std_test_recall_b,mean_test_accuracy,std_test_accuracy,mean_test_roc_auc,std_test_roc_auc,mean_train_macro_f1,std_train_macro_f1
91,poly,30.0,scale,2.0,0.0,balanced,0.9022119651896539,0.02421041161479799,0.8675494071146245,0.03418461729022969,0.7858461538461539,0.05356321266951125,0.9145271629778673,0.020208821222176522,0.9373811965811966,0.016764908440399403,0.9906886451076048,0.0031069081523633865
91,poly,30.0,0.03,2.0,0.0,balanced,0.9022119651896539,0.02421041161479799,0.8675494071146245,0.03418461729022969,0.7858461538461539,0.05356321266951125,0.9145271629778673,0.020208821222176522,0.9375521367521367,0.01661853017954251,0.9906886451076048,0.0031069081523633865
96,poly,3.0,scale,2.0,0.5,,0.902130147059913,0.04250159018141639,0.8675143971192604,0.05884876742908953,0.7929230769230768,0.07444373595196044,0.9144064386317907,0.03628399850544041,0.9483076923076922,0.04191737417323608,0.9797480463578461,0.005740446681468096
96,poly,3.0,0.03,2.0,0.5,,0.902130147059913,0.04250159018141639,0.8675143971192604,0.05884876742908953,0.7929230769230768,0.07444373595196044,0.9144064386317907,0.03628399850544041,0.948663247863248,0.041709164073864165,0.9797480463578461,0.005740446681468096
98,poly,0.3,0.3,2.0,0.5,,0.9020456457464349,0.03706149223587434,0.8670839279354221,0.0519408211362788,0.7858461538461539,0.06920272936437757,0.9145674044265595,0.031174684350255426,0.9488820512820512,0.011025869473549312,0.9906941375789315,0.0031111681680357373
99,poly,3.0,scale,2.0,1.0,balanced,0.9019401234602379,0.050967467217774516,0.8671084783403138,0.07195166277910749,0.8006153846153845,0.09873807320680163,0.9144064386317907,0.042500876060501964,0.9431384615384616,0.044188562016388294,0.9790193673630643,0.004679405630217003
99,poly,3.0,0.03,2.0,1.0,balanced,0.9019401234602379,0.050967467217774516,0.8671084783403138,0.07195166277910749,0.8006153846153845,0.09873807320680163,0.9144064386317907,0.042500876060501964,0.9429606837606836,0.04419010248263371,0.9790193673630643,0.004679405630217003
101,poly,3.0,scale,2.0,1.0,,0.901395248196836,0.0433739363692597,0.8656539320029812,0.06105930814456243,0.784923076923077,0.08345441302444367,0.9144064386317907,0.03628399850544041,0.9392547008547009,0.04754757145091923,0.9797480463578461,0.005740446681468096
101,poly,3.0,0.03,2.0,1.0,,0.901395248196836,0.0433739363692597,0.8656539320029812,0.06105930814456243,0.784923076923077,0.08345441302444367,0.9144064386317907,0.03628399850544041,0.9392547008547009,0.04763390425769114,0.9797480463578461,0.005740446681468096
103,poly,10.0,scale,2.0,1.0,balanced,0.9012504598172629,0.04453638465089799,0.8652926783361565,0.06398000727715403,0.7852307692307692,0.09059749072377109,0.9144466800804828,0.036268776300604405,0.9230153846153846,0.05398170170192306,0.9907095719015,0.003966612255069456
104,poly,30.0,0.01,2.0,0.5,balanced,0.9010877454521757,0.04797695583346944,0.8649195040895847,0.06833652635241313,0.784923076923077,0.0942583633066819,0.9144064386317907,0.039514889683845464,0.9349743589743589,0.04832786460102825,0.9797837273191327,0.004567738918841824
105,poly,0.1,scale,3.0,1.0,balanced,0.9005571384409731,0.045359401081246156,0.8675620491798322,0.06114291136745406,0.8166153846153845,0.07505674382025515,0.9115492957746477,0.03993456424398688,0.959391452991453,0.02104473207351133,0.9389769411168544,0.004066073940108481
105,poly,0.1,0.03,3.0,1.0,balanced,0.9005571384409731,0.045359401081246156,0.8675620491798322,0.06114291136745406,0.8166153846153845,0.07505674382025515,0.9115492957746477,0.03993456424398688,0.9595623931623931,0.021271995976927676,0.9389769411168544,0.004066073940108481
107,poly,1.0,0.01,2.0,0.5,balanced,0.8995459613497696,0.040981942325576906,0.8649507844401463,0.05594540695063382,0.8006153846153845,0.07258930431263079,0.9115090543259559,0.03559250925147117,0.9300786324786324,0.0335179905637417,0.9266370676194811,0.004982911835944409
108,poly,10.0,0.01,4.0,0.5,balanced,0.8994891516794077,0.03422774898360927,0.8646036570656632,0.04737253057070143,0.7932307692307692,0.05983488127966395,0.9116297786720322,0.02925816233664601,0.9441025641025641,0.04093456557454984,0.9744652204113242,0.004008671009167615
109,rbf,1.0,0.3,,,balanced,0.8992939504873881,0.03299308317590745,0.8801455242129146,0.03578189154173078,0.976,0.01959591794226544,0.9030985915492957,0.03316066296311622,0.9826119658119659,0.015685022981876615,0.9930396482051158,0.0037820446434094885
110,poly,1.0,0.3,2.0,0.0,,0.8992889821890472,0.020146025625353465,0.8640264345583495,0.028633360905429117,0.7855384615384615,0.041505399948103996,0.9116700201207244,0.0167081990981744,0.9317538461538462,0.018967999550291995,0.996896916882756,0.0015515717717266627
111,poly,0.1,0.1,3.0,1.0,balanced,0.8991705120797061,0.0345706191237346,0.8637036414094693,0.048321104292386376,0.7858461538461539,0.05923696271315138,0.9116700201207243,0.029164918798666447,0.9547897435897437,0.031275946160591116,0.9775274060813496,0.003809559745947717
112,poly,3.0,0.01,4.0,0.5,,0.8988897500088484,0.03894909610955852,0.8630926284117774,0.05395540067625511,0.7852307692307692,0.06609013031795131,0.91158953722334,0.03322798580903806,0.9681025641025641,0.017646166348312477,0.940141364394524,0.004688873829864882
112,poly,3.0,0.01,4.0,1.0,,0.8988897500088484,0.03894909610955852,0.8630926284117774,0.05395540067625511,0.7852307692307692,0.06609013031795131,0.91158953722334,0.03322798580903806,0.9383658119658118,0.04793256226449035,0.9797480463578461,0.005740446681468096
114,poly,1.0,scale,2.0,0.5,,0.8984450905731322,0.04596300581160244,0.8619932898244324,0.06412855325588014,0.7852307692307692,0.08699370853943282,0.91158953722334,0.0388878169383646,0.9609641025641025,0.02987001640524618,0.9599945996793517,0.00683051160785087
114,poly,1.0,0.03,2.0,0.5,,0.8984450905731322,0.04596300581160244,0.8619932898244324,0.06412855325588014,0.7852307692307692,0.08699370853943282,0.91158953722334,0.0388878169383646,0.9611418803418804,0.029675305053228886,0.9599945996793517,0.00683051160785087
116,poly,30.0,scale,2.0,1.0,,0.8984326197905055,0.041656663894329225,0.8619840821704174,0.059346968149337306,0.7852307692307693,0.08699370853943279,0.911629778672032,0.03438852534730778,0.9141538461538461,0.05857371952911558,0.9938074807480749,0.0030963189891199112
116,poly,30.0,0.03,2.0,1.0,,0.8984326197905055,0.041656663894329225,0.8619840821704174,0.059346968149337306,0.7852307692307693,0.08699370853943279,0.911629778672032,0.03438852534730778,0.9136410256410257,0.059399326029785475,0.9938074807480749,0.0030963189891199112
118,poly,1.0,0.1,2.0,1.0,,0.8983506564072364,0.035346266172611225,0.8616309709838527,0.05030802602106894,0.7778461538461539,0.07388204256121883,0.9116700201207244,0.029164918798666426,0.9377435897435896,0.03246675446317657,0.9852223337324123,0.002924037623875736
119,poly,10.0,0.03,2.0,0.5,balanced,0.8983424637250357,0.0493163571852709,0.8617489352575298,0.06983147011017843,0.7852307692307692,0.09059749072377109,0.91158953722334,0.04093320916266162,0.9299145299145298,0.04564213961955621,0.9883860096573193,0.004248115255694212
120,poly,10.0,scale,2.0,0.5,balanced,0.8982916675842226,0.05033116959194979,0.8615607748869987,0.07113191657108882,0.7855384615384615,0.09696751118210713,0.9116297786720322,0.04188077419283222,0.9299213675213676,0.04577877813068603,0.9883860096573193,0.004248115255694212
121,poly,10.0,0.01,3.0,1.0,balanced,0.8981797493599485,0.05243525029809156,0.861375761010958,0.07382566527415312,0.784923076923077,0.0942583633066819,0.9115492957746479,0.04383263662617176,0.9302085470085469,0.049886457859528124,0.9798005192120746,0.0045709979435922055
122,poly,30.0,0.01,3.0,0.5,,0.8981548511457712,0.039839459681949164,0.8612321632954982,0.056212043660053286,0.7772307692307693,0.07528344860018099,0.91158953722334,0.03322798580903806,0.9288615384615385,0.04281005054985267,0.9805421409616842,0.005499137868276089
123,poly,30.0,0.01,2.0,1.0,balanced,0.8981292127568011,0.050358605050011704,0.8612831404532211,0.07115253922990451,0.784923076923077,0.0942583633066819,0.9115492957746479,0.0419289247117019,0.9163623931623931,0.05614992443603076,0.9813445114104722,0.0029122428219247485
124,poly,10.0,scale,2.0,1.0,,0.8980579509523366,0.041733350867671576,0.8609599208312716,0.05943589315186795,0.7775384615384615,0.08286925611749783,0.9116297786720324,0.034388525347307776,0.9183589743589744,0.050271804142750946,0.9860125362843041,0.0018829344323044227
124,poly,10.0,0.03,2.0,1.0,,0.8980579509523366,0.041733350867671576,0.8609599208312716,0.05943589315186795,0.7775384615384615,0.08286925611749783,0.9116297786720324,0.034388525347307776,0.9187076923076922,0.05057331977963768,0.9860125362843041,0.0018829344323044227
126,poly,1.0,0.3,2.0,1.0,balanced,0.8979387529443859,0.0405721587765679,0.8607235142118862,0.0580685757038387,0.7772307692307693,0.08335225031836926,0.91158953722334,0.03322798580903804,0.9225094017094018,0.021321973745288467,0.9953546492479631,0.0028894415812237857
127,poly,3.0,0.1,2.0,0.5,balanced,0.8979376565324554,0.042310163211130236,0.8606827492581424,0.060866955158650794,0.7775384615384615,0.08664475523346728,0.9116297786720322,0.03438852534730778,0.930577777777778,0.02246691944027489,0.9938074807480749,0.0030963189891199112
128,poly,10.0,0.03,2.0,1.0,balanced,0.897916977279191,0.04233559353919714,0.8606827492581424,0.060866955158650794,0.7772307692307692,0.08335225031836929,0.91158953722334,0.034434455041235365,0.923008547008547,0.05433615174285455,0.9899417393585409,0.003961481128237723
129,poly,1.0,0.3,2.0,1.0,,0.897907763143132,0.04350912279915524,0.8606209730829791,0.06236485688092778,0.7772307692307692,0.08710681737462397,0.911629778672032,0.03555563708645446,0.9246632478632479,0.020225285041624887,0.9961257830653597,0.002443925361256807
130,poly,30.0,0.01,4.0,1.0,,0.897622531640572,0.04857479354142476,0.8599337956629082,0.06940001833874866,0.7775384615384615,0.10033600355539109,0.9116297786720322,0.039884006078484045,0.9090529914529915,0.05904461129658309,0.9930244736844402,0.003810791095829059
131,poly,0.3,scale,2.0,1.0,balanced,0.8966694183240964,0.04431590444459734,0.8615819901139051,0.059628467596565905,0.8006153846153845,0.07258930431263079,0.9086519114688129,0.0390961776505421,0.9536820512820514,0.024851012787894974,0.94041196863589,0.007350495676296733
131,poly,0.3,0.03,2.0,1.0,balanced,0.8966694183240964,0.04431590444459734,0.8615819901139051,0.059628467596565905,0.8006153846153845,0.07258930431263079,0.9086519114688129,0.0390961776505421,0.9529709401709402,0.024206572944473627,0.9387827877821794,0.007072592607441519
133,poly,0.1,scale,2.0,1.0,balanced,0.896318065803885,0.040162687630949476,0.8605496525411948,0.05507057697323229,0.7929230769230768,0.06528299795877336,0.9086921529175049,0.034693263612254624,0.9380786324786324,0.03209099779804597,0.9249787393736513,0.005886163918949158
133,poly,0.1,0.03,2.0,1.0,balanced,0.896318065803885,0.040162687630949476,0.8605496525411948,0.05507057697323229,0.7929230769230768,0.06528299795877336,0.9086921529175049,0.034693263612254624,0.9379008547008547,0.032163492057698084,0.9249787393736513,0.005886163918949158
135,poly,1.0,0.01,3.0,1.0,balanced,0.8962831257864758,0.04066289284690143,0.8605434823832822,0.056476417472107056,0.8006153846153845,0.08478919212135307,0.908692152917505,0.0346932636122546,0.9416,0.037501841930072534,0.9477546724506751,0.00472276114489507
136,poly,1.0,scale,4.0,0.5,balanced,0.8960138631151782,0.03792683470882256,0.8595814294657957,0.05286969438980224,0.7855384615384616,0.06544232747123278,0.9088128772635814,0.03211797054734008,0.9624136752136752,0.023534856001285468,0.9713266058317791,0.003136235430592125
137,poly,0.3,0.01,3.0,1.0,balanced,0.8959948885676982,0.04516819377066651,0.8597703959110066,0.061822310143185344,0.7926153846153845,0.07858150707665178,0.9086519114688129,0.0390961776505421,0.9313162393162393,0.03253024059912666,0.9282953065887947,0.003106294538326954
138,poly,3.0,0.01,2.0,0.5,balanced,0.8959547864428051,0.04281179505054979,0.8596982591876209,0.058784902673341834,0.7926153846153845,0.07858150707665178,0.908651911468813,0.03694923274927773,0.9417777777777777,0.035184732940563374,0.9460757876199019,0.00693053518933146
139,poly,0.1,1.0,2.0,0.0,,0.8958953478319408,0.01738092707008444,0.8592128500546632,0.02474000035253711,0.7778461538461539,0.0402312840090613,0.9088531187122737,0.014412956721572539,0.9287726495726496,0.01961589638644904,0.996896916882756,0.0015515717717266627
139,poly,10.0,0.1,2.0,0.0,,0.8958953478319408,0.01738092707008444,0.8592128500546632,0.02474000035253711,0.7778461538461539,0.0402312840090613,0.9088531187122737,0.014412956721572539,0.9287726495726496,0.01961589638644904,0.996896916882756,0.0015515717717266627
141,poly,3.0,scale,3.0,0.5,balanced,0.8957586970537941,0.03316709921716005,0.8588932806324111,0.04625688170222226,0.777846153846154,0.05383824117686005,0.9088128772635814,0.028047568038889394,0.9462700854700856,0.03764973838938265,0.9813965466914084,0.002888911936233332
141,poly,3.0,0.03,3.0,0.5,balanced,0.8957586970537941,0.03316709921716005,0.8588932806324111,0.04625688170222226,0.777846153846154,0.05383824117686005,0.9088128772635814,0.028047568038889394,0.9468034188034187,0.037052940350709114,0.9813965466914084,0.002888911936233332
143,poly,0.3,0.1,2.0,1.0,,0.8957322802001219,0.031254681812450835,0.8588815070221175,0.04330753580414378,0.7775384615384615,0.04886014336314883,0.9087726358148892,0.02665053551965223,0.9619965811965813,0.03496357688611386,0.976639567874263,0.0056025379383640985
144,poly,10.0,0.01,2.0,1.0,balanced,0.8956566926572066,0.04594662070373496,0.8588222957167057,0.06374994739824184,0.7849230769230768,0.07539654536684313,0.908692152917505,0.03911717208994392,0.9210871794871794,0.05963988808678681,0.9758753812013771,0.00579763505801384
145,poly,0.3,0.3,2.0,0.5,balanced,0.8956069831302667,0.03458877480414213,0.8584672815107599,0.04817408267213114,0.778153846153846,0.06812727386140578,0.9088531187122737,0.02933930036568217,0.9388512820512819,0.017191429790350217,0.9922499529363801,0.0024731111201623714
146,poly,0.3,scale,3.0,0.5,,0.8955769467240404,0.036166991947296,0.8584826993337632,0.05002245508765835,0.7775384615384615,0.06055834880070177,0.9087726358148893,0.030905484993248685,0.9682940170940171,0.01375755721767352,0.9384493716260904,0.0020555922646039457
146,poly,0.3,0.03,3.0,0.5,,0.8955769467240404,0.036166991947296,0.8584826993337632,0.05002245508765835,0.7775384615384615,0.06055834880070177,0.9087726358148893,0.030905484993248685,0.9682940170940171,0.01375755721767352,0.9384493716260904,0.0020555922646039457
148,poly,1.0,0.3,2.0,0.5,,0.8955499738181633,0.03005265627969176,0.8583523008411676,0.0427942688393173,0.7778461538461539,0.06464175286158126,0.9088531187122738,0.024817263885530266,0.9307487179487179,0.017217218929236024,0.996896916882756,0.0015515717717266627
149,poly,0.3,0.03,3.0,1.0,,0.8954533173367272,0.04378773969184265,0.8582517932257929,0.06131350603986102,0.7852307692307692,0.08699370853943282,0.9087726358148893,0.036923058757015806,0.9643487179487179,0.025930585198561666,0.9584224089818267,0.008166853474401492
150,rbf,0.1,scale,,,balanced,0.8954350530266083,0.016291949503630318,0.867512568136609,0.017944810582097712,0.8806153846153846,0.04439308011537584,0.9030985915492957,0.016831608287419884,0.9662905982905983,0.006488597077188343,0.9141353437951908,0.012003506610408193
150,rbf,0.1,0.03,,,balanced,0.8954350530266083,0.016291949503630318,0.867512568136609,0.017944810582097712,0.8806153846153846,0.04439308011537584,0.9030985915492957,0.016831608287419884,0.9661128205128205,0.006451397097430108,0.9140600766132877,0.012520862312500491
152,poly,10.0,0.03,2.0,0.5,,0.8954276734066295,0.0323497105152787,0.8581079984275777,0.04626529804797634,0.7775384615384615,0.06563012730040567,0.9088128772635816,0.02655246541914526,0.9281367521367521,0.04241380252987779,0.9852223337324123,0.002924037623875736
153,poly,0.3,0.3,2.0,1.0,balanced,0.8954153000869004,0.039671138948148964,0.8580368906455863,0.05560977494177938,0.7778461538461539,0.07388204256121883,0.9088128772635814,0.033364602277578974,0.935774358974359,0.017045340609575882,0.9938074807480749,0.0030963189891199112
154,poly,1.0,scale,3.0,1.0,,0.8954042111645408,0.04099331951745081,0.8580523084685897,0.057218564401347816,0.7775384615384616,0.070337142460207,0.9087726358148893,0.03464169398068741,0.9410666666666667,0.045137354161943706,0.9789759483479605,0.006358209408326738
154,poly,1.0,0.03,3.0,1.0,,0.8954042111645408,0.04099331951745081,0.8580523084685897,0.057218564401347816,0.7775384615384616,0.070337142460207,0.9087726358148893,0.03464169398068741,0.9414222222222222,0.04474423336870442,0.9789759483479605,0.006358209408326738
156,poly,30.0,scale,2.0,1.0,balanced,0.8953401692693909,0.036985141097096455,0.8579740502501512,0.05207316602800702,0.7772307692307693,0.06623894347841074,0.9087323943661971,0.03095286852550123,0.912259829059829,0.06119277493773525,0.9938074807480749,0.0030963189891199112
156,poly,30.0,0.03,2.0,1.0,balanced,0.8953401692693909,0.036985141097096455,0.8579740502501512,0.05207316602800702,0.7772307692307693,0.06623894347841074,0.9087323943661971,0.03095286852550123,0.911911111111111,0.061208504210234715,0.9938074807480749,0.0030963189891199112
158,poly,1.0,0.3,2.0,0.5,balanced,0.8953019535111612,0.030878324294528255,0.8578689172878754,0.044574514556729596,0.7775384615384616,0.070337142460207,0.9087726358148895,0.025072263368571684,0.9278564102564102,0.01533064645964979,0.9953546492479634,0.0028894415812237857
159,poly,3.0,0.01,3.0,0.5,,0.895298575101884,0.04081236512409726,0.8578401031592522,0.05672249520827867,0.7772307692307692,0.07090555431795238,0.9087323943661971,0.0346839736642248,0.9622222222222223,0.02280480781018029,0.9424113566083525,0.006037184843239083
160,poly,10.0,scale,2.0,0.5,,0.8950677243862497,0.03924709144957119,0.8572210987529492,0.05624363945976042,0.7775384615384615,0.08286925611749783,0.9088128772635816,0.03211797054734003,0.927425641025641,0.04288073844471294,0.9860073346391115,0.0019182124545280696
161,poly,0.3,0.1,2.0,0.0,,0.8949647700009381,0.022831707949737875,0.8567413263065436,0.032264702311247,0.7624615384615383,0.04680160822604691,0.9088933601609657,0.019005470033925553,0.9669948717948718,0.02139405777857224,0.9660514678856252,0.007070220175386326
161,poly,30.0,0.01,2.0,0.0,,0.8949647700009381,0.022831707949737875,0.8567413263065436,0.032264702311247,0.7624615384615383,0.04680160822604691,0.9088933601609657,0.019005470033925553,0.9669948717948718,0.02139405777857224,0.9660514678856252,0.007070220175386326
163,poly,10.0,0.01,3.0,0.5,,0.894845540594497,0.04756765590724577,0.8567650431140924,0.06649320303914444,0.7769230769230768,0.08728922203813977,0.908692152917505,0.040147052262594726,0.9465435897435898,0.04702717691446175,0.9758204951429954,0.006832276109987437
164,poly,30.0,0.01,2.0,0.5,,0.8945906551725109,0.045169618373497776,0.8561402474593965,0.06471603238861248,0.7769230769230769,0.09433667518003624,0.9087323943661971,0.03696272900183493,0.933757264957265,0.04737537730151863,0.9797480463578461,0.005740446681468096
165,poly,10.0,0.01,3.0,1.0,,0.8943498287771977,0.04493876425524697,0.8554735807927297,0.06406868415365584,0.7692307692307693,0.0864828881388012,0.9087323943661971,0.03696272900183493,0.9288410256410258,0.04792862738600122,0.9797480463578461,0.005740446681468096
166,rbf,0.3,0.01,,,,0.8941431509110245,0.0262473244027374,0.8547901373988331,0.0376277023061523,0.7538461538461538,0.05347122214456234,0.9088128772635816,0.021450768299788977,0.9741196581196581,0.008639553671748111,0.9233011476427666,0.006067884320872988
167,poly,0.3,scale,3.0,0.5,balanced,0.8940692395496914,0.03246499815339553,0.8586570048309179,0.04455328408104827,0.8012307692307692,0.05748496072938706,0.9059557344064386,0.028072153100687385,0.9640410256410256,0.015545121324398961,0.9493465387970378,0.004444400532561443
167,poly,0.3,0.03,3.0,0.5,balanced,0.8940692395496914,0.03246499815339553,0.8586570048309179,0.04455328408104827,0.8012307692307692,0.05748496072938706,0.9059557344064386,0.028072153100687385,0.9640410256410256,0.015696863945738455,0.9477366670921861,0.005463478905415474
169,poly,0.3,0.01,4.0,1.0,balanced,0.8937261362789878,0.04325639835004532,0.8579279655124461,0.058354450199010026,0.8006153846153845,0.07258930431263079,0.905835010060362,0.03806849553974012,0.949080341880342,0.023872548330883314,0.9365926238721667,0.0047633514156990315
170,poly,0.1,scale,4.0,1.0,balanced,0.8934667655487163,0.030245061531825105,0.8570949457572954,0.043098545478592355,0.7932307692307693,0.05983488127966393,0.9059557344064386,0.02499560908611718,0.9640410256410258,0.023183464348809177,0.9565380969036129,0.0039375086317393155
